id при поиске;Публикация;Цитируется;Ф.;И.;О.;;;год. расч.;год уточн.;Год;по теме;актуально;Организация
78;"ADDITIVE ALGEBRA FOR SIGNAL AND IMAGE PROCESSING Vykhovanets V.S. В сборнике: Proceedings of SPIE - The International Society for Optical Engineering Сер. ""Information Technologies 2004"" editors: Andriesh A.M., Perju V.L., Optoelectronics Center, Moldova. 2005. С. 94-97.";0;Выхованец;В;С;Выхованец В. С.;"ADDITIVE ALGEBRA FOR SIGNAL AND IMAGE PROCESSING Vykhovanets V.S. В сборнике: Proceedings of SPIE - The International Society for Optical Engineering Сер. ""Information Technologies 2004"" editors: Andriesh A.M., Perju V.L., Optoelectronics Center, Moldova. 2005. С. 94-97. ";2005    ;;2005    ;0;;Институт проблем управления МГТУ им. Баумана
79;SPECTRAL METHODS IN LOGICAL DATA ANALYSIS Vykhovanets V.S. Automation and Remote Control. 2001. Т. 62. № 10. С. 1565-1587.;0;Выхованец;В;С;Выхованец В. С.;SPECTRAL METHODS IN LOGICAL DATA ANALYSIS Vykhovanets V.S. Automation and Remote Control. 2001. Т. 62. № 10. С. 1565-1587. ;2001    ;;2001    ;0;;Институт проблем управления МГТУ им. Баумана
80;ИНФОРМАЦИОННАЯ СИСТЕМА С ПОНЯТИЙНОЙ МОДЕЛЬЮ ПРЕДМЕТНОЙ ОБЛАСТИ Выхованец В.С. Управление большими системами: сборник трудов. 2017. № 66. С. 25-67.;;Выхованец;В;С;Выхованец В. С.;ИНФОРМАЦИОННАЯ СИСТЕМА С ПОНЯТИЙНОЙ МОДЕЛЬЮ ПРЕДМЕТНОЙ ОБЛАСТИ Выхованец В.С. Управление большими системами: сборник трудов. 2017. № 66. С. 25-67. ;2017    ;;2017    ;0;;Институт проблем управления МГТУ им. Баумана
1;ИССЛЕДОВАНИЕ И РЕАЛИЗАЦИЯ ПЕРСПЕКТИВНЫХ МЕТОДОВ АВТОМАТИЧЕСКОГО РАСПОЗНАВАНИЯ РЕЧИ Чучупал В.Я., Каничева Е.Б., Чичагов А.В., Андреев С.В., Маковкин К.А. отчет о НИР  № 94-01-01015 (Российский фонд фундаментальных исследований);0;Маковкин;К;А;Маковкин К. А.;ИССЛЕДОВАНИЕ И РЕАЛИЗАЦИЯ ПЕРСПЕКТИВНЫХ МЕТОДОВ АВТОМАТИЧЕСКОГО РАСПОЗНАВАНИЯ РЕЧИ Чучупал В.Я., Каничева Е.Б., Чичагов А.В., Андреев С.В., Маковкин К.А. отчет о НИР  № 94-01-01015 (Российский фонд фундаментальных исследований) ;    ;1994;1994;1;;Вычислительный центр им. А.А. Дородницына Российской академии наук
2;ИССЛЕДОВАНИЕ И РАЗРАБОТКА АДАПТИВНЫХ АЛГОРИТМОВ ЦИФРОВОЙ ФИЛЬТРАЦИИ АУДИОСИГНАЛА ИЗ СМЕСИ С ШУМОМ И ИМПУЛЬСНОЙ ПОМЕХОЙ, ВКЛЮЧАЯ РАЗРАБОТКУ СИСТЕМЫ АНАЛИЗА И ЦИФРОВОЙ ОБРАБОТКИ АУДИОЗАПИСЕЙ Чучупал В.Я., Каничева Е.Б., Маковкин К.А., Чичагов А.В. отчет о НИР  № 96-01-01402 (Российский фонд фундаментальных исследований);0;Маковкин;К;А;Маковкин К. А.;ИССЛЕДОВАНИЕ И РАЗРАБОТКА АДАПТИВНЫХ АЛГОРИТМОВ ЦИФРОВОЙ ФИЛЬТРАЦИИ АУДИОСИГНАЛА ИЗ СМЕСИ С ШУМОМ И ИМПУЛЬСНОЙ ПОМЕХОЙ, ВКЛЮЧАЯ РАЗРАБОТКУ СИСТЕМЫ АНАЛИЗА И ЦИФРОВОЙ ОБРАБОТКИ АУДИОЗАПИСЕЙ Чучупал В.Я., Каничева Е.Б., Маковкин К.А., Чичагов А.В. отчет о НИР  № 96-01-01402 (Российский фонд фундаментальных исследований) ;    ;1996;1996;1;;Вычислительный центр им. А.А. Дородницына Российской академии наук
3;РАЗРАБОТКА И ИССЛЕДОВАНИЕ СЕГМЕНТНЫХ МОДЕЛЕЙ СИГНАЛОВ И ИХ ПРИМЕНЕНИЕ ДЛЯ РАСПОЗНАВАНИЯ РЕЧИ Чучупал В.Я., Каничева Е.Б., Чичагов А.В., Маковкин К.А., Андреев С.В. отчет о НИР  № 98-01-00561 (Российский фонд фундаментальных исследований);0;Маковкин;К;А;Маковкин К. А.;РАЗРАБОТКА И ИССЛЕДОВАНИЕ СЕГМЕНТНЫХ МОДЕЛЕЙ СИГНАЛОВ И ИХ ПРИМЕНЕНИЕ ДЛЯ РАСПОЗНАВАНИЯ РЕЧИ Чучупал В.Я., Каничева Е.Б., Чичагов А.В., Маковкин К.А., Андреев С.В. отчет о НИР  № 98-01-00561 (Российский фонд фундаментальных исследований) ;    ;1999;1999;1;;Вычислительный центр им. А.А. Дородницына Российской академии наук
4;КОМПЛЕКС АЛГОРИТМОВ ДЛЯ УСТОЙЧИВОГО РАСПОЗНАВАНИЯ ЧЕЛОВЕКА Десятчиков А.А., Ковков Д.В., Лобанцов В.В., Маковкин К.А., Матвеев И.А., Мурынин А.Б., Чучупал В.Я. Известия Российской академии наук. Теория и системы управления. 2006. № 6. С. 119-130.;7;Маковкин;К;А;Маковкин К. А.;КОМПЛЕКС АЛГОРИТМОВ ДЛЯ УСТОЙЧИВОГО РАСПОЗНАВАНИЯ ЧЕЛОВЕКА Десятчиков А.А., Ковков Д.В., Лобанцов В.В., Маковкин К.А., Матвеев И.А., Мурынин А.Б., Чучупал В.Я. Известия Российской академии наук. Теория и системы управления. 2006. № 6. С. 119-130. ;2006    ;;2006    ;0;;Вычислительный центр им. А.А. Дородницына Российской академии наук
5;СИСТЕМА РАСПОЗНАВАНИЯ КОМАНД РЕЧЕВОГО ИНТЕРФЕЙСА ПИЛОТА ДЛЯ ИНТЕГРИРОВАННОЙ МОДУЛЬНОЙ АВИОНИКИ Бондарос Ю.Г., Маковкин К.А., Чучупал В.Я. Вестник компьютерных и информационных технологий. 2007. № 4. С. 2-13.;12;Маковкин;К;А;Маковкин К. А.;СИСТЕМА РАСПОЗНАВАНИЯ КОМАНД РЕЧЕВОГО ИНТЕРФЕЙСА ПИЛОТА ДЛЯ ИНТЕГРИРОВАННОЙ МОДУЛЬНОЙ АВИОНИКИ Бондарос Ю.Г., Маковкин К.А., Чучупал В.Я. Вестник компьютерных и информационных технологий. 2007. № 4. С. 2-13. ;2007    ;;2007    ;1;;Вычислительный центр им. А.А. Дородницына Российской академии наук
6;A SYSTEM OF ALGORITHMS FOR STABLE HUMAN RECOGNITION Desyatchikov A.A., Kovkov D.V., Lobantsov V.V., Makovkin K.A., Matveev I.A., Murynin A.B., Chuchupal V.Ya. Journal of Computer and Systems Sciences International. 2006. Т. 45. № 6. С. 958-969.;2;Маковкин;К;А;Маковкин К. А.;A SYSTEM OF ALGORITHMS FOR STABLE HUMAN RECOGNITION Desyatchikov A.A., Kovkov D.V., Lobantsov V.V., Makovkin K.A., Matveev I.A., Murynin A.B., Chuchupal V.Ya. Journal of Computer and Systems Sciences International. 2006. Т. 45. № 6. С. 958-969. ;2006    ;;2006    ;1;;Вычислительный центр им. А.А. Дородницына Российской академии наук
7;РАСПОЗНАВАНИЕ РЕЧИ И ДИКТОРА В СИСТЕМЕ МУЛЬТИМЕДИЙНОЙ ИДЕНТИФИКАЦИИ ЛИЧНОСТИ Чучупал В.Я., Маковкин К.А., Ковков Д.В., Чичагов А.В. Математические методы распознавания образов. 2005. Т. 12. № 1. С. 481-484.;0;Маковкин;К;А;Маковкин К. А.;РАСПОЗНАВАНИЕ РЕЧИ И ДИКТОРА В СИСТЕМЕ МУЛЬТИМЕДИЙНОЙ ИДЕНТИФИКАЦИИ ЛИЧНОСТИ Чучупал В.Я., Маковкин К.А., Ковков Д.В., Чичагов А.В. Математические методы распознавания образов. 2005. Т. 12. № 1. С. 481-484. ;2005    ;;2005    ;1;;Вычислительный центр им. А.А. Дородницына Российской академии наук
8;ОБНАРУЖЕНИЕ НЕЗНАКОМЫХ СЛОВ ПРИ РАСПОЗНАВАНИИ РЕЧИ Чучупал В.Я., Маковкин К.А., Чичагов А.В. Математические методы распознавания образов. 2007. Т. 13. № 1. С. 439-441.;0;Маковкин;К;А;Маковкин К. А.;ОБНАРУЖЕНИЕ НЕЗНАКОМЫХ СЛОВ ПРИ РАСПОЗНАВАНИИ РЕЧИ Чучупал В.Я., Маковкин К.А., Чичагов А.В. Математические методы распознавания образов. 2007. Т. 13. № 1. С. 439-441. ;2007    ;;2007    ;1;;Вычислительный центр им. А.А. Дородницына Российской академии наук
